Ticker,Description,Sector,Industry,Exchange
VEL,VAXFAB ENTERPRISES LIMITED,Distribution Services,Wholesale Distributors,BSE
SICAGEN,SICAGEN INDIA LTD.,Distribution Services,Wholesale Distributors,BSE
SRUSTEELS,SRU STEELS LIMITED,Distribution Services,Wholesale Distributors,BSE
TRIVENIENT,TRIVENI ENTERPRISES LTD,Distribution Services,Wholesale Distributors,BSE
MAXIMUS,MAXIMUS INTERNATIONAL LIMITED,Distribution Services,Wholesale Distributors,BSE
CONTILI,CONTIL INDIA LTD.,Distribution Services,Food Distributors,BSE
RAMAPETRO,RAMA PETROCHEMICALS LTD.,Distribution Services,Wholesale Distributors,BSE
MRCAGRO,MRC AGROTECH LIMITED,Distribution Services,Wholesale Distributors,BSE
TANVI,TANVI FOODS (INDIA) LIMITED,Distribution Services,Food Distributors,BSE
DHOOTIN,DHOOT INDUSTRIAL FINANCE LTD.,Distribution Services,Wholesale Distributors,BSE
YSL,THE YAMUNA SYNDICATE LTD,Distribution Services,Wholesale Distributors,BSE
METROGLOBL,METROGLOBAL LIMITED,Distribution Services,Wholesale Distributors,BSE
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS,Distribution Services,Wholesale Distributors,BSE
URSUGAR,UR SUGAR INDUSTRIES LIMITED,Distribution Services,Electronics Distributors,BSE
FRASER,FRASER AND COMPANY LIMITED,Distribution Services,Wholesale Distributors,BSE
ACESOFT,ACE SOFTWARE EXPORTS LTD.,Distribution Services,Electronics Distributors,BSE
MYSORPETRO,MYSORE PETRO CHEMICALS LTD.,Distribution Services,Wholesale Distributors,BSE
ECOM,E.COM INFOTECH (I) LTD.,Distribution Services,Electronics Distributors,BSE
BLACKROSE,BLACK ROSE INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
MKEXIM,M. K. EXIM (INDIA) LTD.,Distribution Services,Medical Distributors,BSE
VOLLF,VOLTAIRE LEASING & FINANCE LTD,Distribution Services,Wholesale Distributors,BSE
SANBLUE,SANBLUE CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
EMPIND,EMPIRE INDUSTRIES LTD.,Distribution Services,Food Distributors,BSE
SANINFRA,SANMIT INFRA LIMITED,Distribution Services,Wholesale Distributors,BSE
FRONTCORP,FRONTLINE CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
VINCOFE,VINTAGE COFFEE AND BEVERAGES L,Distribution Services,Wholesale Distributors,BSE
TINNATFL,TINNA TRADE LIMITED,Distribution Services,Food Distributors,BSE
INLCM,INDIAN LINK CHAIN MANUFACTURES,Distribution Services,Wholesale Distributors,BSE
ALCHCORP,ALCHEMIST CORPORATION LTD.,Distribution Services,Wholesale Distributors,BSE
WOMENNET,WOMEN NETWORKS LTD.,Distribution Services,Wholesale Distributors,BSE
TAVERNIER,TAVERNIER RESOURCES LIMI,Distribution Services,Wholesale Distributors,BSE
VERITAS,VERITAS (INDIA) LTD.,Distribution Services,Wholesale Distributors,BSE
ZPPOLYSA,PLANTER POLYSACKS LTD.,Distribution Services,Wholesale Distributors,BSE
GMETCOAL,GUJARAT METALLIC COAL & COKE L,Distribution Services,Wholesale Distributors,BSE
TAIIND,TAI INDUSTRIES LTD.,Distribution Services,Wholesale Distributors,BSE
PMTELELIN,P.M.TELELINNKS LTD.,Distribution Services,Wholesale Distributors,BSE
KONNDOR,KONNDOR INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
FRSHTRP,FRESHTROP FRUITS LTD.,Distribution Services,Food Distributors,BSE
RAMAVISION,RAMA VISION LTD.,Distribution Services,Medical Distributors,BSE
ELEFLOR,ELEGANT FLORICULTURE & AGROTEC,Distribution Services,Wholesale Distributors,BSE
COMPUPN,COMPUTER POINT LTD.,Distribution Services,Wholesale Distributors,BSE
WWALUM,WORLDWIDE ALUMINIUM LIMITED,Distribution Services,Wholesale Distributors,BSE
MENAMANI,MENA MANI INDUSTRIES LIMITED,Distribution Services,Wholesale Distributors,BSE
UNJHAFOR,UNJHA FORMULATIONS LTD.,Distribution Services,Food Distributors,BSE
KTIL,KESAR TERMINALS & INFRASTRUCTU,Distribution Services,Wholesale Distributors,BSE
SAMOR,SAMOR REALITY LIMITED,Distribution Services,Wholesale Distributors,BSE
HRYNSHP,HARIYANA SHIP BREAKERS LTD.,Distribution Services,Wholesale Distributors,BSE
EMPOWER,EMPOWER INDIA LTD.,Distribution Services,Electronics Distributors,BSE
NIVAKA,NIVAKA FASHIONS LIMITED,Distribution Services,Wholesale Distributors,BSE
STARCOM,STARCOM INFORMATION TECHNOLOGY,Distribution Services,Electronics Distributors,BSE
TTIL,TIRUPATI TYRES LTD.,Distribution Services,Wholesale Distributors,BSE
REETECH,REETECH INTERNATIONAL CARGO AN,Distribution Services,Wholesale Distributors,BSE
AMANAYA,AMANAYA VENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
SRD,SHANKAR LAL RAMPAL DYE-CHEM LI,Distribution Services,Wholesale Distributors,BSE
SHRGLTR,SHREE GLOBAL TRADEFIN LTD.,Distribution Services,Wholesale Distributors,BSE
RRMETAL,RR METALMAKERS INDIA LIMITED,Distribution Services,Food Distributors,BSE
MISHKA,MISHKA EXIM LIMITED,Distribution Services,Wholesale Distributors,BSE
CBPL,CHANDRA BHAGAT PHARMA LIMITED,Distribution Services,Medical Distributors,BSE
JETMALL,JETMALL SPICES AND MASALA LIMI,Distribution Services,Food Distributors,BSE
RAWEDGE,RAW EDGE INDUSTRIAL SOLUTIONS,Distribution Services,Wholesale Distributors,BSE
MERMETL,MERCURY METALS LTD.,Distribution Services,Wholesale Distributors,BSE
PALCO,PALCO METALS LIMITED,Distribution Services,Wholesale Distributors,BSE
NATURO,NATURO INDIABULL LIMITED,Distribution Services,Medical Distributors,BSE
NEERAJ,NEERAJ PAPER MARKETING LIMITED,Distribution Services,Wholesale Distributors,BSE
YASHINNO,YASH INNOVENTURES LIMITED,Distribution Services,Wholesale Distributors,BSE
AMITINT,AMIT INTERNATIONAL LTD.,Distribution Services,Wholesale Distributors,BSE
TEJASNET,TEJAS NETWORKS LTD,Electronic Technology,Telecommunications Equipment,NSE
GENUSPOWER,GENUS POWER INFRA,Electronic Technology,Electronic Equipment/Instruments,NSE
CENTUM,CENTUM ELECTRONICS,Electronic Technology,Electronic Components,NSE
MIRCELECTR,MIRC ELECTRONICS,Electronic Technology,Telecommunications Equipment,NSE
NELCO,NELCO,Electronic Technology,Electronic Production Equipment,NSE
APARINDS,APAR INDUSTRY LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
PARAS,PARAS DEF AND SPCE TECH L,Electronic Technology,Aerospace & Defense,NSE
DCI,DC INFOTECH AND COMUN LTD,Electronic Technology,Telecommunications Equipment,NSE
CONTROLPR,CONTROL PRINT LTD,Electronic Technology,Computer Peripherals,NSE
ASMS,BARTRONICS INDIA LTD,Electronic Technology,Semiconductors,NSE
BPL,BPL,Electronic Technology,Telecommunications Equipment,NSE
TVSELECT,TVS ELECTRONICS,Electronic Technology,Electronic Equipment/Instruments,NSE
NITIRAJ,NITIRAJ ENGINEERS LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
WEL,WONDER ELECTRICALS LTD,Electronic Technology,Electronic Equipment/Instruments,NSE
HAL,HINDUSTAN AERONAUT,Electronic Technology,Aerospace & Defense,NSE
BEL,BHARAT ELECTRONICS,Electronic Technology,Aerospace & Defense,NSE
DENORA,DE NORA INDIA,Electronic Technology,Electronic Equipment/Instruments,NSE
REDINGTON,REDINGTON LTD,Electronic Technology,Computer Peripherals,NSE
AKSHOPTFBR,AKSH OPTIFIBRE,Electronic Technology,Telecommunications Equipment,NSE
DLINKINDIA,D-LINK (INDIA)LTD,Electronic Technology,Telecommunications Equipment,NSE
BDL,BHARAT DYNAMICS LTD,Electronic Technology,Aerospace & Defense,NSE
MRO_TEK,MRO-TEK REALTY LTD,Electronic Technology,Electronic Production Equipment,NSE
PGEL,PG ELECTROPLAST LTD,Electronic Technology,Electronic Production Equipment,NSE
ASTRAMICRO,ASTRA MICROWAVE PR,Electronic Technology,Telecommunications Equipment,NSE
DATAPATTNS,DATA PATTERNS INDIA LTD,Electronic Technology,Electronic Production Equipment,NSE
SURANASOL,SURANA SOLAR LTD,Electronic Technology,Semiconductors,NSE
ROSSELLIND,ROSSELL INDIA LTD,Electronic Technology,Aerospace & Defense,NSE
HONAUT,HONEYWELL AUTO IND,Electronic Technology,Electronic Equipment/Instruments,NSE
KERNEX,KERNEX MICROSYSTEM,Electronic Technology,Computer Communications,NSE
KAYNES,KAYNES TECHNOLOGY IND LTD,Electronic Technology,Electronic Production Equipment,NSE
CEREBRAINT,CEREBRA INTEGRATED,Electronic Technology,Computer Peripherals,NSE
SYRMA,SYRMA SGS TECHNOLOGY LTD,Electronic Technology,Electronic Production Equipment,NSE
PANACHE,PANACHE DIGILIFE LTD,Electronic Technology,Computer Peripherals,NSE
DIXON,DIXON TECHNOLOGIES,Electronic Technology,Electronic Production Equipment,NSE
RICHA,RICHA INFO SYSTEMS,Electronic Technology,Computer Peripherals,NSE
HFCL,HFCL LTD,Electronic Technology,Telecommunications Equipment,NSE
SHYAMTEL,SHYAM TELECOM,Electronic Technology,Telecommunications Equipment,NSE
HEG,HEG LTD,Electronic Technology,Electronic Components,NSE
SHIGAN,SHIGAN QUANTUM TEC,Electronic Technology,Electronic Equipment/Instruments,NSE
APOLLO,APOLLO MICRO SYSTE,Electronic Technology,Electronic Production Equipment,NSE
ELIN,ELIN ELECTRONICS LTD,Electronic Technology,Electronic Production Equipment,NSE
HPL,HPL ELECTRIC POWER,Electronic Technology,Electronic Equipment/Instruments,NSE
FROG,FROG CELLSAT LTD,Electronic Technology,Telecommunications Equipment,NSE
URJA,URJA GLOBAL LTD,Electronic Technology,Semiconductors,NSE
SMARTLINK,SMARTLINK HOLDINGS,Electronic Technology,Telecommunications Equipment,NSE
UNIVCABLES,UNIVERSAL CABLES,Electronic Technology,Electronic Components,NSE
KRISHNADEF,KRISHNA DEFENCE AN,Electronic Technology,Aerospace & Defense,NSE
KAVVERITEL,KAVVERI TELECOM PR,Electronic Technology,Telecommunications Equipment,NSE
MTARTECH,MTAR TECHNOLOGIES LTD,Electronic Technology,Aerospace & Defense,NSE
POWERINDIA,HITACHI ENERGY IND,Electronic Technology,Electronic Equipment/Instruments,NSE
WEBELSOLAR,WEBSOL ENERGY SYST,Electronic Technology,Semiconductors,NSE
HINDHARD,HINDUSTAN HARDY LIMITED,Electronic Technology,Electronic Equipment/Instruments,BSE
MODULEX,MODULEX CONSTRUCTION TECHNOLOG,Electronic Technology,Electronic Equipment/Instruments,BSE
PANELEC,PAN ELECTRONICS INDIA LTD.,Electronic Technology,Electronic Components,BSE
IDM,INTERNATIONAL DATA MANAGEMENT,Electronic Technology,Computer Processing Hardware,BSE
SPELS,SPEL SEMICONDUCTOR LTD.,Electronic Technology,Semiconductors,BSE
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,Electronic Technology,Semiconductors,BSE
STERPOW,STERLING POWERGENSYS LTD,Electronic Technology,Semiconductors,BSE
INCAP,INCAP LTD.,Electronic Technology,Electronic Components,BSE
UNIOFFICE,UNIVERSAL OFFICE AUTOMATION LT,Electronic Technology,Computer Peripherals,BSE
TIHIL,TRANS INDIA HOUSE IMPEX LIMITE,Electronic Technology,Computer Peripherals,BSE
DRONACHRYA,DRONEACHARYA AERIAL INNOVATION,Electronic Technology,Aerospace & Defense,BSE
TITANIN,TITAN INTECH LIMITED,Electronic Technology,Semiconductors,BSE
ELPROINTL,ELPRO INTERNATIONAL LTD.,Electronic Technology,Electronic Components,BSE
VINTRON,VINTRON INFORMATICS LTD.,Electronic Technology,Computer Communications,BSE
SIKA,SIKA INTERPLANT SYSTEMS LTD.,Electronic Technology,Aerospace & Defense,BSE
VALIANT,VALIANT COMMUNICATIONS LTD.,Electronic Technology,Telecommunications Equipment,BSE
FINELINE,FINE-LINE CIRCUITS LTD.,Electronic Technology,Electronic Components,BSE
AVANTEL,AVANTEL LTD.,Electronic Technology,Telecommunications Equipment,BSE
GKB,GKB OPHTHALMICS LTD.,Electronic Technology,Electronic Components,BSE
SALORAINTL,SALORA INTERNATIONAL LTD.,Electronic Technology,Telecommunications Equipment,BSE
WEPSOLN,WEP SOLUTIONS LTD.,Electronic Technology,Computer Peripherals,BSE
VCU,VCU DATA MANAGEMENT LTD,Electronic Technology,Telecommunications Equipment,BSE
METSL,MAESTROS ELECTRONICS & TELECOM,Electronic Technology,Semiconductors,BSE
PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.,Electronic Technology,Telecommunications Equipment,BSE
VXLINSTR,VXL INSTRUMENTS LTD.,Electronic Technology,Computer Processing Hardware,BSE
SPAR,SPARC ELECTREX LIMITED,Electronic Technology,Computer Communications,BSE
TANAA,TANEJA AEROSPACE & AVIATION LT,Electronic Technology,Aerospace & Defense,BSE
CATVISION,CATVISION LIMITED,Electronic Technology,Telecommunications Equipment,BSE
GUJARATPOLY,GUJARAT POLY ELECTRONICS LIMIT,Electronic Technology,Electronic Components,BSE
INDTONER,INDIAN TONERS & DEVELOPERS LTD,Electronic Technology,Computer Peripherals,BSE
INNOVATIVE,INNOVATIVE IDEALS AND SERVICES,Electronic Technology,Computer Communications,BSE
JMDVL,JMD VENTURES LIMITED,Electronic Technology,Electronic Production Equipment,BSE
INA,INSOLATION ENERGY LIMITED,Electronic Technology,Semiconductors,BSE
NAGPI,NAGPUR POWER & INDUSTRIES LTD.,Electronic Technology,Electronic Equipment/Instruments,BSE
ADCINDIA,ADC INDIA COMMUNICATIONS LIMIT,Electronic Technology,Telecommunications Equipment,BSE
CNCRD,CONCORD CONTROL SYSTEMS LIMITE,Electronic Technology,Electronic Equipment/Instruments,BSE
INTECH,INTEGRATED TECHNOLOGIES LTD.,Electronic Technology,Electronic Components,BSE
THAKRAL,THAKRAL SERVICES (INDIA) LTD.,Electronic Technology,Telecommunications Equipment,BSE
BCCFUBA,BCC FUBA INDIA LTD.,Electronic Technology,Electronic Components,BSE
RIR,RIR POWER ELECTRONICS LIMITED,Electronic Technology,Semiconductors,BSE
PRECISIO,PRECISION ELECTRONICS LTD.,Electronic Technology,Telecommunications Equipment,BSE
CASTROLIND,CASTROL INDIA,Energy Minerals,Oil Refining/Marketing,NSE
MRPL,MANGALORE REF &PET,Energy Minerals,Oil Refining/Marketing,NSE
OIL,OIL INDIA LTD,Energy Minerals,Oil Refining/Marketing,NSE
SELAN,SELAN EXPLORATION,Energy Minerals,Integrated Oil,NSE
ASIANENE,ASIAN ENERGY SERVICES LTD,Energy Minerals,Oil & Gas Production,NSE
REFEX,REFEX INDUSTRIES L,Energy Minerals,Coal,NSE
IOC,INDIAN OIL CORP,Energy Minerals,Integrated Oil,NSE
GULFOILLUB,GULF OIL LUBRICANT,Energy Minerals,Oil Refining/Marketing,NSE
RELIANCE,RELIANCE INDS,Energy Minerals,Oil Refining/Marketing,NSE
GULFPETRO,GP PETROLEUMS LTD,Energy Minerals,Oil Refining/Marketing,NSE
HINDPETRO,HINDUSTAN PETROL,Energy Minerals,Oil Refining/Marketing,NSE
ONGC,OIL & NATURAL GAS,Energy Minerals,Oil Refining/Marketing,NSE
CHENNPETRO,CHENNAI PETRO CP,Energy Minerals,Oil Refining/Marketing,NSE
COALINDIA,COAL INDIA LTD,Energy Minerals,Coal,NSE
HINDOILEXP,HINDUSTAN OIL EXPL,Energy Minerals,Integrated Oil,NSE
BPCL,BHARAT PETROL CORP,Energy Minerals,Oil Refining/Marketing,NSE
AAKASH,AAKASH EXPLORATION,Energy Minerals,Oil & Gas Production,NSE
SOUTHWEST,SOUTH WEST PINNACL,Energy Minerals,Coal,NSE
TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Energy Minerals,Oil Refining/Marketing,NSE
GNRL,GUJARAT NATURAL RESOURCES LIMI,Energy Minerals,Integrated Oil,BSE
CHANDRAP,CHANDRA PRABHU INTERNATIONAL L,Energy Minerals,Coal,BSE
TRIVIKRAMA,TRIVIKRAMA INDUSTRIES LTD.,Energy Minerals,Coal,BSE
EVEXIA,EVEXIA LIFECARE LIMITED,Energy Minerals,Oil & Gas Production,BSE
BHAGWOX,BHAGWATI OXYGEN LTD.,Energy Minerals,Oil & Gas Production,BSE
CONTPTR,CONTINENTAL PETROLEUMS LTD.,Energy Minerals,Oil Refining/Marketing,BSE
FFPL,FOUNDRY FUEL PRODUCTS LTD.,Energy Minerals,Coal,BSE
L_TFH,L&T FINANCE HOLDIN,Finance,Finance/Rental/Leasing,NSE
NDGL,NAGA DHUNSERI GROU,Finance,Financial Conglomerates,NSE
SUNDARMHLD,SUNDARAM FINANCE H,Finance,Financial Conglomerates,NSE
BANKINDIA,BK OF INDIA,Finance,Major Banks,NSE
GOLDENTOBC,GOLDEN TOBACCO LTD,Finance,Real Estate Development,NSE
PRIMESECU,PRIME SECURITIES,Finance,Investment Banks/Brokers,NSE
SATIN,SATIN CREDIT CARE,Finance,Finance/Rental/Leasing,NSE
SURYODAY,SURYODAY SMALL FIN BK LTD,Finance,Regional Banks,NSE
MUTHOOTCAP,MUTHOOT CAPITAL SE,Finance,Finance/Rental/Leasing,NSE
BLBLIMITED,BLB,Finance,Investment Banks/Brokers,NSE
INDIGRID,INDIA GRID TRUST,Finance,Financial Conglomerates,NSE
MASFIN,MAS FINANCIAL SERV,Finance,Finance/Rental/Leasing,NSE
ARVSMART,ARVIND SMARTSPACES,Finance,Real Estate Development,NSE
LODHA,MACROTECH DEVELOPERS LTD,Finance,Real Estate Development,NSE
HUBTOWN,HUBTOWN LTD,Finance,Real Estate Development,NSE
VIJIFIN,VIJI FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
CORALFINAC,CORAL INDIA FIN,Finance,Investment Managers,NSE
SUMIT,SUMIT WOODS LTD,Finance,Real Estate Development,NSE
JPOLYINVST,JINDAL POLY INV &,Finance,Investment Managers,NSE
NBIFIN,N.B.I. INDUSTRIAL,Finance,Financial Conglomerates,NSE
CREST,CREST VENTURES,Finance,Financial Conglomerates,NSE
AUSOMENT,AUSOM ENTERPRISE,Finance,Investment Banks/Brokers,NSE
DELPHIFX,DELPHI WORLD MONEY LTD,Finance,Regional Banks,NSE
BSE,BSE LTD,Finance,Investment Banks/Brokers,NSE
ISEC,ICICI SEC. LTD,Finance,Investment Banks/Brokers,NSE
SHRIRAMFIN,SHRIRAM FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
GANESHHOUC,GANESH HOUSING CP,Finance,Real Estate Development,NSE
MCX,MULTI COMMODITY EX,Finance,Investment Banks/Brokers,NSE
PFS,PTC INDIA FINANCIA,Finance,Finance/Rental/Leasing,NSE
DHANI,DHANI SERVICES LTD,Finance,Finance/Rental/Leasing,NSE
HDFC,HOUSING DEVEL FIN,Finance,Finance/Rental/Leasing,NSE
IEL,INDIABULLS ENT LTD,Finance,Finance/Rental/Leasing,NSE
DHUNINV,DHUNSERI INVESTMEN,Finance,Financial Conglomerates,NSE
PURVA,PURAVANKARA LTD,Finance,Real Estate Development,NSE
MOTILALOFS,MOTILAL OSWAL FINA,Finance,Investment Banks/Brokers,NSE
NSIL,NALWA SONS INVEST,Finance,Financial Conglomerates,NSE
KOTAKBANK,KOTAK MAHINDRA BAN,Finance,Major Banks,NSE
MFSL,MAX FINANCIAL SERV,Finance,Life/Health Insurance,NSE
MAHAPEXLTD,MAHA RASHTRA APEX,Finance,Finance/Rental/Leasing,NSE
LPDC,LANDMARK PROP DEV,Finance,Real Estate Development,NSE
SPANDANA,SPANDANA SPHOORTY FIN LTD,Finance,Finance/Rental/Leasing,NSE
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,Finance,Investment Banks/Brokers,NSE
SUNTECK,SUNTECK REALTY LTD,Finance,Real Estate Development,NSE
ICICIBANK,ICICI BANK,Finance,Regional Banks,NSE
IEX,INDIAN ENERGY EXCH,Finance,Investment Banks/Brokers,NSE
SILINV,SIL INVESTMENTS,Finance,Financial Conglomerates,NSE
ICICIGI,ICICI LOMBARD GEN,Finance,Specialty Insurance,NSE
GANGESSECU,GANGES SECURITIES,Finance,Financial Conglomerates,NSE
KHANDSE,KHANDWALA SEC LTD,Finance,Investment Banks/Brokers,NSE
AUBANK,AU SMALL FINANCE B,Finance,Finance/Rental/Leasing,NSE
RHFL,RELIANCE HOME FIN,Finance,Finance/Rental/Leasing,NSE
ARMANFIN,ARMAN FINANCIAL SE,Finance,Finance/Rental/Leasing,NSE
JINDALPHOT,JINDAL PHOTO LTD,Finance,Financial Conglomerates,NSE
UGROCAP,UGRO CAPITAL LTD,Finance,Investment Banks/Brokers,NSE
THOMASCOOK,THOMAS COOK,Finance,Regional Banks,NSE
ONELIFECAP,ONELIFE CAPITAL AD,Finance,Financial Conglomerates,NSE
3PLAND,3P LAND HOLDINGS L,Finance,Real Estate Development,NSE
STARHEALTH,STAR HEALTH & AL INS CO L,Finance,Life/Health Insurance,NSE
MANAPPURAM,MANAPPURAM FINANCE,Finance,Finance/Rental/Leasing,NSE
CENTRUM,CENTRUM CAPITAL,Finance,Investment Managers,NSE
UNITECH,UNITECH LTD,Finance,Real Estate Development,NSE
J_KBANK,JAMMU & KASHMIR BA,Finance,Regional Banks,NSE
AVONMORE,AVONMORE CAP&MGT SERV LTD,Finance,Investment Managers,NSE
INDUSINDBK,INDUSIND BANK LTD,Finance,Major Banks,NSE
ICICIPRULI,ICICI PRUDENTIAL L,Finance,Life/Health Insurance,NSE
TMB,TAMILNAD MERCA BANK LTD,Finance,Regional Banks,NSE
DHANBANK,DHANLAXMI BANK LTD,Finance,Major Banks,NSE
JSWHL,JSW HOLDINGS LTD,Finance,Investment Banks/Brokers,NSE
IIFLSEC,IIFL SECURITIES,Finance,Investment Banks/Brokers,NSE
PNB,PUNJAB NATL BANK,Finance,Major Banks,NSE
AHL,ABANS HOLDINGS LTD,Finance,Financial Conglomerates,NSE
WELINV,WELSPUN INVESTMENT,Finance,Investment Banks/Brokers,NSE
GEOJITFSL,GEOJIT FINANCIAL S,Finance,Investment Banks/Brokers,NSE
IFCI,IFCI LTD,Finance,Regional Banks,NSE
SOUTHBANK,SOUTH INDIA BANK,Finance,Major Banks,NSE
CUB,CITY UNION BANK,Finance,Regional Banks,NSE
PAISALO,PAISALO DIGITAL LTD,Finance,Finance/Rental/Leasing,NSE
RELIGARE,RELIGARE ENTERPRIS,Finance,Multi-Line Insurance,NSE
CAPTRUST,CAPITAL TRUST LTD.,Finance,Finance/Rental/Leasing,NSE
SBIN,STATE BK OF INDIA,Finance,Regional Banks,NSE
DLF,DLF LTD,Finance,Real Estate Development,NSE
EDELWEISS,EDELWEISS FIN SERV,Finance,Investment Banks/Brokers,NSE
UTIAMC,UTI ASSET MNGMT CO LTD,Finance,Investment Managers,NSE
SBGLP,SURATWWALA BUS GROUP LTD,Finance,Real Estate Development,NSE
AJMERA,AJMERA REALTY & IN,Finance,Real Estate Development,NSE
FEDERALBNK,FED BANK,Finance,Regional Banks,NSE
PRESTIGE,PRESTIGE ESTATES P,Finance,Real Estate Development,NSE
CGCL,CAPRI GLOBAL CAPIT,Finance,Finance/Rental/Leasing,NSE
360ONE,360 ONE WAM LTD,Finance,Investment Managers,NSE
CREDITACC,CREDITACCESS GRAME,Finance,Finance/Rental/Leasing,NSE
PILANIINVS,PILANI INVESTMENT,Finance,Financial Conglomerates,NSE
KEYFINSERV,KEYNOTE FINANCIAL,Finance,Investment Banks/Brokers,NSE
UJJIVAN,UJJIVAN FIN SERV,Finance,Finance/Rental/Leasing,NSE
RELCAPITAL,RELIANCE CAPITAL,Finance,Multi-Line Insurance,NSE
IOB,INDIAN OVERSEAS BK,Finance,Major Banks,NSE
NAM_INDIA,NIPPON L I A M LTD,Finance,Investment Managers,NSE
LICI,LIFE INSURA CORP OF INDIA,Finance,Life/Health Insurance,NSE
IDFC,IDFC LTD,Finance,Investment Managers,NSE
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,Finance,Real Estate Development,NSE
TARC,ANANT RAJ GLOBAL LTD,Finance,Real Estate Development,NSE
GEECEE,GEECEE VENTURES,Finance,Real Estate Development,NSE
DBREALTY,DB REALTY LTD,Finance,Real Estate Development,NSE
JMFINANCIL,JM FINANCIAL,Finance,Investment Banks/Brokers,NSE
APOLLOPIPE,APOLLO PIPES LTD,Finance,Finance/Rental/Leasing,NSE
PNBGILTS,PNB GILTS,Finance,Investment Banks/Brokers,NSE
RPSGVENT,RPSG VENTURES LTD,Finance,Financial Conglomerates,NSE
OBEROIRLTY,OBEROI REALTY LTD,Finance,Real Estate Development,NSE
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Finance,Regional Banks,NSE
TECHIN,TECHINDIA NIRMAN L,Finance,Real Estate Development,NSE
HDFCBANK,HDFC BANK,Finance,Regional Banks,NSE
CDSL,CENTRAL DEPOSITORY,Finance,Investment Banks/Brokers,NSE
WELENT,WELSPUN ENTERPRISE,Finance,Financial Conglomerates,NSE
KARURVYSYA,KARUR VYSYA BANK,Finance,Regional Banks,NSE
PROZONINTU,PROZONE INTU PROPE,Finance,Real Estate Development,NSE
BINDALAGRO,OSWAL GREENTECH LI,Finance,Real Estate Development,NSE
CONSOFINVT,CONSOLIDATED FINVE,Finance,Financial Conglomerates,NSE
IDBI,IDBI BANK LTD,Finance,Major Banks,NSE
ANGELONE,ANGEL ONE LTD,Finance,Investment Banks/Brokers,NSE
CHOLAFIN,CHOLAMANDALAM INV,Finance,Finance/Rental/Leasing,NSE
IDFCFIRSTB,IDFC FIRST BANK,Finance,Regional Banks,NSE
SHAREINDIA,SHARE IND. SECURITIES LTD,Finance,Investment Banks/Brokers,NSE
STEL,STEL HOLDINGS LTD,Finance,Financial Conglomerates,NSE
NAGREEKCAP,NAGREEKA CAPITAL &,Finance,Investment Banks/Brokers,NSE
HBSL,HB STOCKHOLDINGS,Finance,Investment Banks/Brokers,NSE
IBULHSGFIN,INDIABULLS HOUSING,Finance,Finance/Rental/Leasing,NSE
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,Finance,Regional Banks,NSE
ARIHANTSUP,ARIHANT SUPERSTRUC,Finance,Real Estate Development,NSE
THEINVEST,THE INVESTMENT TRU,Finance,Investment Banks/Brokers,NSE
HDIL,HOUSING DEVELOPMEN,Finance,Real Estate Development,NSE
IBREALEST,INDIABULLS REAL EST,Finance,Real Estate Development,NSE
FUSION,FUSION MICRO FINANCE LTD,Finance,Finance/Rental/Leasing,NSE
MOTOGENFIN,MOTOR & GEN FINANC,Finance,Real Estate Development,NSE
ABCAPITAL,ADITYA BIRLA CAPIT,Finance,Multi-Line Insurance,NSE
CSBBANK,CSB BANK LTD,Finance,Major Banks,NSE
NAHARCAP,NAHAR CAPITAL AND,Finance,Investment Managers,NSE
IRFC,INDIAN RAILWAY FIN CORP L,Finance,Finance/Rental/Leasing,NSE
WILLAMAGOR,WILLIAMSON MAGOR &,Finance,Financial Conglomerates,NSE
BANDHANBNK,BANDHAN BANK LTD,Finance,Major Banks,NSE
CINELINE,CINELINE INDIA LTD,Finance,Real Estate Development,NSE
CAMS,COMPUTER AGE MNGT SER LTD,Finance,Regional Banks,NSE
ELDEHSG,ELDECO HSG & IND LTD,Finance,Real Estate Development,NSE
PEL,PIRAMAL ENTERPRISE,Finance,Investment Managers,NSE
VHL,VARDHAMAN HOLDINGS,Finance,Financial Conglomerates,NSE
INVENTURE,INVENTURE GROWTH &,Finance,Investment Banks/Brokers,NSE
INDOSTAR,INDOSTAR CAP FIN,Finance,Finance/Rental/Leasing,NSE
INDOTHAI,INDO THAI SECURITI,Finance,Investment Banks/Brokers,NSE
SOBHA,SOBHA LTD,Finance,Real Estate Development,NSE
TIMESGTY,TIMES GUARANTY,Finance,Financial Conglomerates,NSE
